,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SEL1L3,5614.40222235741,3.683799253019013,0.5813681306461346,6.286051591731295,3.256417651872732e-10,5.635684445285656e-09
NCAPH,1318.1713649650635,3.6342106040144535,0.8814822831665852,4.82440262908733,1.404234971500035e-06,1.1754118515817389e-05
TRAM1,19900.349377502676,3.2911739581631676,0.2691218386858064,9.613916705356571,6.984061332301842e-22,6.262520495908407e-20
SLC39A14,8094.411080880789,4.118561089182277,0.39079787726725085,8.857769920046529,8.163097833793533e-19,4.859583594250449e-17
CLCF1,1200.7802540547855,5.487489329662469,0.486977748079573,11.417027136927986,3.437936304334144e-30,7.8292178029019e-28
KCNE4,5207.229962106206,4.75714749820868,0.8884320226111038,5.849999641912212,4.9157407066106364e-09,6.867198823538734e-08
KIF4A,2824.7476303741923,5.6257634021981175,1.0567582542334668,7.831368093919292,4.825894882744808e-15,1.7798743928724876e-13
TNFRSF12A,8981.152670064173,6.382787395939274,0.36323596080712733,15.641437099757027,3.80053339834645e-55,5.2289203327456856e-52
PRR16,1473.0755062519688,3.1906817467082043,1.1667316642583865,3.928197579242371,8.558488629625922e-05,0.0004617850183123095
PCYOX1,13953.67125167716,3.4236802371426314,0.2983893367255752,6.730222765607767,1.6940352924888044e-11,3.5636839210171373e-10
