,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GJB6,236.1362573214061,-11.284974463738154,2.1325903801797286,-4.353582596367755,1.3393060147599246e-05,8.858931947330861e-05
NOXA1,356.46553961855955,-3.362887125129615,0.5933718696503464,-5.850626907669973,4.897236328654768e-09,6.848016530917149e-08
CPLX2,2880.1609802279713,-12.157444034397932,2.107690977644077,-4.730633382667594,2.2382041021961435e-06,1.79293770263585e-05
CPLX1,400.35998805044164,-9.024376809460032,0.9739998023384899,-9.010074349322325,2.059168433432841e-19,1.3551784180945398e-17
ALDH1L1,554.0706572099984,-5.442192978955237,1.5045340621789745,-3.320218403342114,0.0008994705047107715,0.003598634503927897
FTCD,117.56080629180082,-3.261504848662959,0.4320241644124148,-7.801858292115164,6.100212667548433e-15,2.2180582798737248e-13
CYP46A1,388.57954323856245,-4.890783243003532,0.674452146678805,-7.272082950192453,3.539861008591822e-13,9.618633691338423e-12
HCST,43.736301866780494,-4.6882514358852205,0.591113201106073,-8.014389572406337,1.1068535523302645e-15,4.524224477288406e-14
GPR83,81.11079572118705,-7.364049582362863,0.7138856416548836,-10.233455712827752,1.4041745048966193e-24,1.7072620018433725e-22
RUNDC3A,1098.7220721018582,-8.943783159063521,1.2298464819034065,-6.828285572917615,8.593539379123057e-12,1.8756720385080587e-10
GADD45G,94.71836461658911,-3.941585199480114,0.8579153924722314,-4.642091052572751,3.4490080074986532e-06,2.641906987911542e-05
RAB40B,1391.7083592549861,-3.925529256815302,0.4626186857871414,-8.634427304067742,5.9021981790757244e-18,3.2443998956015103e-16
ADAP1,792.4162733038456,-4.423257130889011,0.8004438914230223,-5.521808939334699,3.3552722832199905e-08,3.9685153707631664e-07
RAPGEF4,1773.814856775769,-6.7304618892730685,0.6137085802733154,-10.842494532639419,2.1648620357763667e-27,3.83447847250414e-25
TPPP,3564.984776246677,-7.118594749661545,0.6381447866391197,-10.444181615880419,1.557932769641349e-25,2.1287296615280413e-23
PLAAT3,2639.3117194684346,-3.3422129027395324,0.5689069836699614,-6.03116990565832,1.6277693522283264e-09,2.5247142590724106e-08
CORO1A,411.70967381476095,-4.731865641849696,0.6714310636030509,-7.071762255582543,1.5297835432710697e-12,3.817009477445224e-11
FAM107A,10629.212736743091,-7.3615009917071115,1.5129397678125496,-4.390885625640384,1.1288991345945686e-05,7.675979091956529e-05
MAP4K1,49.33573660796098,-3.1775873148240463,0.44249993690402634,-7.442442325755678,9.884061648934766e-14,2.917831943976689e-12
FZD10,4.41645596456627,-5.517828999969556,1.2015285237384248,-4.495603213369088,6.937299674538951e-06,4.9640617671127345e-05
PADI2,2997.09638169239,-4.613126413854543,0.934237867468145,-4.807896542258487,1.525266605399956e-06,1.2612680108168974e-05
PTGDR2,28.363006005057418,-6.062699422564737,1.0863653354582679,-5.393861479688675,6.895938759713945e-08,7.705298550281617e-07
EFR3B,593.1641196053044,-3.036799063409006,0.7512591255887665,-4.231901985912842,2.3172339223925816e-05,0.000143732620339673
MAST1,339.2634531488273,-5.09342198739691,0.665819726024085,-7.663196963677439,1.8136087991474868e-14,6.079403140506774e-13
FAIM2,3068.4350564172805,-5.058693984395658,1.0267019652210065,-4.756016479481227,1.974503584893296e-06,1.595056471422529e-05
MAST3,1621.6137976119123,-3.6981169640054143,0.36397963182381976,-10.400307941925528,2.471332363343283e-25,3.252862882283127e-23
MYT1L,160.62282387053136,-10.38738193685508,1.8400364505849536,-4.90241977075038,9.466328131369675e-07,8.226130205981873e-06
KIF21B,338.51167949217665,-4.26110989189114,0.8847992450677283,-4.812394439923308,1.4913264735164665e-06,1.2381979696493485e-05
FSTL4,70.3074824044223,-5.130080505887788,1.2469878290077567,-3.931695397467791,8.434889786505279e-05,0.00045597348819514407
DDN,777.666747254691,-6.251905638552367,0.8047791194488269,-7.646831102128479,2.059926039323074e-14,6.825348472556154e-13
FCHO1,441.16796141644545,-5.806150446952401,0.6797221212781176,-8.508337873985669,1.7644439669794467e-17,9.171912171831203e-16
FRMD4B,662.5413655245069,-3.8578899377527933,0.8104684389979044,-4.8306096799600295,1.3611560826773412e-06,1.1433176902189834e-05
STAB1,420.1580937227939,-5.67185758256898,1.261633220603243,-4.260234974039338,2.0421210019308788e-05,0.00012850135971360666
DTX4,799.4324879232005,-4.618696718815601,1.0033302564384374,-4.520681262584895,6.164093905809939e-06,4.4664775387199595e-05
PHLPP1,1872.700919741721,-3.0885107750557976,0.41203208039333805,-7.756054635017929,8.761229218403145e-15,3.109247516328885e-13
ACSL6,370.34848350745324,-5.801884523395054,1.091696581049087,-5.104012802383192,3.3252576300803057e-07,3.1890020868156513e-06
ICOSLG,345.4914084634894,-4.1633489117225215,0.7094227975173408,-5.930330583379884,3.0232537581001565e-09,4.4124742286330564e-08
KIAA0930,6057.241277682774,-3.0813520750542427,0.33596133786079346,-9.487127287775731,2.3748876811139337e-21,1.947000774910949e-19
CUX2,162.2076806958298,-10.311604155134921,1.1084450719871333,-8.944053326942955,3.7515139334052396e-19,2.3534263842016298e-17
TBC1D30,83.28886439340693,-3.52153585224988,0.5126646742292646,-7.0633059005019145,1.6258725462380341e-12,4.0427024992854553e-11
PHF24,219.22100450193997,-8.188601637619596,0.84649074630922,-9.484215640151243,2.4421274306867182e-21,1.990750127730815e-19
KCNH4,12.102216742176486,-3.320714162961476,1.0515023413154183,-3.284721791666796,0.0010208311675339637,0.004020275805822064
KCNH3,484.39868073505465,-7.178107879820448,0.9971866927080757,-6.949102000334441,3.676186901682644e-12,8.603956521768498e-11
CRB1,63.1484557450287,-3.6540178121014146,0.9705191809814703,-3.8290478539287753,0.0001286399937112095,0.000662454411261566
ABCA6,224.9845675449156,-3.3254014314233054,0.974745868698759,-3.525873133447616,0.000422089113966945,0.0018748335969299566
HAAO,28.50541232459025,-3.6634528008202567,0.8855262985764176,-4.222011355476038,2.4213190815889646e-05,0.00014941361231637367
ARHGAP45,256.8091116621054,-3.883685203409213,0.6566427870208678,-6.020445167529896,1.73938022997342e-09,2.6862097049977025e-08
PIK3R5,67.4815823398459,-6.25863336586034,1.4641782238522851,-3.9225831415092522,8.760464804184696e-05,0.0004717957527989408
SLC16A8,38.54570154569918,-4.942688212797399,1.2498000782925276,-3.7980122363475237,0.00014586112457379806,0.0007389369894986867
MAPK8IP2,856.190131395722,-5.316361329544632,0.6090267167133923,-8.743443282889347,2.2611141412663516e-18,1.3028194612348733e-16
NPAP1,5.240432340752222,-4.640418775275573,1.3782627662390023,-3.2675510894520627,0.0010848228474003312,0.0042420150972070185
FLRT1,262.51969070533875,-3.737673376870516,0.957375652536579,-3.9479194424755395,7.883332049468665e-05,0.0004304230627397006
FAM178B,98.09587345445959,-7.8285891988115965,1.6689529944620558,-4.146560991104029,3.3750630487113697e-05,0.00020175845649942508
CEND1,821.838223485796,-3.239461386784867,0.6850229891668833,-4.897602148985182,9.701320547903377e-07,8.415045096781727e-06
HOOK1,44.622705135814336,-6.324438620035756,1.1488393623182545,-5.268511339414117,1.3753454807562058e-07,1.444515491391602e-06
HPCAL4,684.9271670534985,-9.04310534386752,1.718367162888371,-4.595620080052885,4.314642277073082e-06,3.231043302385914e-05
LSR,130.86999232750532,-3.5384063778548134,0.46283569022196175,-7.856049841160224,3.964373739170096e-15,1.4928312345373585e-13
NSG2,476.2626212345034,-8.191796439587575,1.3850023634196569,-5.448950734823697,5.066784440027233e-08,5.824772144316563e-07
RASD1,548.9338398124275,-4.065957623962351,0.8376361356911409,-4.884436343706978,1.0372514516852318e-06,8.937805752148962e-06
ASB4,32.42251288983885,-7.538874862706198,1.5701882023313762,-4.33889043486881,1.4320389041979611e-05,9.385775312255892e-05
TPPP3,1305.4892557123758,-5.059256090434942,0.7618582516218639,-6.594278059748451,4.2733014569229423e-11,8.491559003112666e-10
GPRC5B,7955.650634726945,-3.6063997642375356,0.7090010816273764,-4.986324558678307,6.153873502612163e-07,5.5563010158575646e-06
TUBA8,150.63043831303062,-4.7406058564322695,0.4206580207690192,-11.441640481589173,2.5894241080558373e-30,6.296689436996118e-28
IL17D,356.11574158774766,-3.4378945332808875,0.5125487902977004,-6.903803314084318,5.062838670219094e-12,1.1566329044846074e-10
S1PR5,375.4899217678279,-4.872015595220854,1.009854146952045,-4.735043753050474,2.1900784777775053e-06,1.7563474522456045e-05
FXYD7,367.7302886562636,-8.486408326697338,1.582075393500877,-4.798363160423358,1.5996753978347062e-06,1.3152173600420933e-05
FXYD4,16.103221916370583,-9.2965216518168,2.1474128102790933,-3.400436123493141,0.000672784528404929,0.0028100260928749688
COPG2IT1,831.4121794305291,-4.667460097742038,0.8772680242952405,-5.257721089521232,1.4585149745188409e-07,1.519630670981976e-06
CNTN5,40.529115031834,-4.003106834361096,0.9159345834091538,-4.402689352814743,1.0691720400589419e-05,7.305086521971662e-05
LINC00158,6.89177582414072,-4.1677464691468975,1.2129012171984155,-3.4138745158836397,0.0006404606644851206,0.0026883589662440067
NLGN3,578.2547565581516,-5.4655724189835,0.6894291173676537,-7.9073743885271,2.628741568499281e-15,1.0096720856965767e-13
SH3TC1,163.85262539295132,-3.2358579464520054,0.7814003370520096,-4.296256159671172,1.7370684546901838e-05,0.00011180673449726365
DDX4,5.487053424954703,-5.811370557629163,1.597502757762774,-3.373490956844849,0.0007422148443283756,0.0030630762124473523
ROBO4,197.68223795747667,-4.308459759480871,0.7762561891234567,-5.580821121323802,2.3938574236751893e-08,2.9081009701496985e-07
NECAB2,382.2901027415845,-6.999775934233932,0.7997155096682436,-8.617352297742386,6.85200654477697e-18,3.737860756574722e-16
RASIP1,53.72243093807114,-5.120981627975828,0.8578025034564171,-5.915458359507832,3.3095263257927773e-09,4.8058475907033375e-08
TMEM144,3518.9720232488394,-7.024337125770722,0.5136302036444336,-13.387850533828184,7.121193669551424e-41,5.108388278852714e-38
TMEM74B,78.32246605990568,-6.854148444336871,1.0939673801837504,-6.013757054404877,1.8127211714179308e-09,2.787471666273639e-08
CAMK2N1,6982.158758133187,-3.1995596911223125,0.5746150453343336,-5.744966161467343,9.193937053296664e-09,1.2247485134971887e-07
DNAJA4,723.1865088021095,-3.6557832360461253,0.8345822132740949,-4.4660622534857675,7.967243508988625e-06,5.617004551521367e-05
HES6,325.7325621908142,-3.7818388425893836,0.47053722369754614,-8.213540102591859,2.1476095696247142e-16,9.907316558008288e-15
SMPD3,41.85232563277759,-3.70854959573127,0.8758271193032473,-4.312529382959392,1.6139742499604836e-05,0.00010491929571446788
SVOP,89.0603463918246,-9.908374028077523,1.6471815054333512,-5.396801615162917,6.783932593806135e-08,7.586054631592877e-07
SLC48A1,2274.387576646228,-4.227408355166256,0.33856116605068876,-12.687534438548699,6.933422073647423e-37,3.6842150552081322e-34
SCN3B,449.2865549046809,-6.436175822434112,1.1328535490493843,-5.4209733102191375,5.927541043489936e-08,6.72272184592491e-07
IDI2-AS1,42.42340836475102,-3.620360601355237,0.9477301784090075,-3.8959227155016083,9.782558152413343e-05,0.0005203943708293446
APOBR,47.66484539277805,-4.781856278483207,0.5917292337499187,-8.15771337285796,3.414265632743304e-16,1.5072144317836364e-14
SEPTIN3,1245.3617241808097,-4.908707131623175,1.0351219356596117,-4.631487448527003,3.6304801055481124e-06,2.772032893789184e-05
PRMT8,61.807123167849056,-6.732010935144293,1.5933360428610086,-3.791118976179968,0.00014997008693907178,0.0007586815364297823
CLDND1,13339.647260765933,-4.044166234257081,0.42979642684538016,-9.76021875828084,1.667950444954105e-22,1.627896941071874e-20
ANKS1B,1241.683374026418,-4.381199415753971,0.8219463265650381,-5.299592998155401,1.1606110841653678e-07,1.2389350613482537e-06
CCDC177,9.77458345327458,-5.79219304999529,1.4890070896700016,-3.611603540810784,0.00030430954008058654,0.0014175064548256602
MEPE,10.274262882126278,-5.349632180171905,1.4212841889310501,-3.547178381852691,0.00038938084976884886,0.0017463104256435372
RPL23AP32,4.97546488139049,-5.791422587225458,0.7942787988059816,-7.332371406818202,2.2611540186681247e-13,6.37343353749147e-12
SLC17A7,2088.1864152523376,-8.92189648037472,0.727002363339919,-12.074604047563884,1.4385501628631775e-33,5.159719796649502e-31
LPAR5,88.59049858835589,-4.233060814097202,1.2356043575959368,-3.3556236046283194,0.0007918626155178432,0.0032400950106164427
GJC2,332.43752176811824,-5.006528608931366,0.5696259821746597,-8.82965155880361,1.050023164190728e-18,6.199457751705505e-17
CAMK1G,120.48056758693149,-6.391984938425585,1.1198883753699804,-5.467011174912838,4.576872092911355e-08,5.304069783279419e-07
SLC4A10,207.14325390416428,-4.062346219969287,1.1500928901452523,-3.4975260149638285,0.00046959491027305603,0.002055928647448134
JPH3,431.725972634171,-9.016506231134207,1.4254630694193657,-5.805168629042028,6.4301255910115526e-09,8.844967579505537e-08
TMIGD3,198.94935195821432,-8.132459355591102,1.6261413997351244,-4.44457668922835,8.80650910861186e-06,6.12739991179701e-05
NDRG2,9392.348801723012,-8.701070053284989,0.8273454727276446,-10.09224818147927,5.978433742776751e-24,6.75374715808016e-22
TMCC3,382.94211418136064,-4.486082835026155,0.8824107463458438,-5.051006383491786,4.3948838190008175e-07,4.091914977636363e-06
HHATL,737.6087716541065,-12.86184252144897,1.7256364716872667,-6.647805093460236,2.974958832874939e-11,6.062746360121697e-10
SLC12A5,508.82270151959233,-7.660340924882957,0.9546118818898189,-7.788280295353455,6.79273606983349e-15,2.436384609847527e-13
PNMA8B,303.63393939078117,-5.5378161206410725,0.8858409514055688,-6.142366295405043,8.130110566058207e-10,1.3254851851276944e-08
ERMN,5305.825967246305,-8.48466489353956,1.4167590251042033,-5.4847367277949335,4.140856365912791e-08,4.841798392970726e-07
PLEKHH1,4458.876672679052,-7.820698016345635,0.6925575373616741,-10.732431027596023,7.1685064357344e-27,1.1555793464436114e-24
MTUS1,2875.6269780870252,-4.59824791277264,0.7367757284006256,-6.191867262745877,5.945561298816035e-10,9.895703938992303e-09
CASKIN1,421.40396148647636,-5.966042451124732,0.6911803067244819,-8.571389553134582,1.0224374743133883e-17,5.453126559098209e-16
LRRC7,238.8351973879093,-5.3298850014335635,0.8667973538099869,-6.069266706227074,1.2849560126169667e-09,2.03704573624482e-08
SEMA6A,1215.2273130015494,-4.13772636342712,1.0134645461716114,-4.059824833893302,4.910954377847118e-05,0.00028194262688664506
CARNS1,4788.927168922909,-9.308379410798342,0.7787325546040733,-11.438955349689268,2.6708197804525382e-30,6.386375231692095e-28
UNC79,174.50994525676492,-5.182126129760035,0.6336383588106708,-8.20555119723856,2.295353496988309e-16,1.0521225757601043e-14
PREX1,3476.076472088611,-3.3298263377614523,0.6655978915433117,-5.106451994168278,3.282639560146339e-07,3.1502361049778945e-06
COL20A1,72.97940434426302,-5.88856691831206,1.593351951076491,-3.3403523410031197,0.0008367216165649278,0.0033997295476797
MYH7B,367.4371844448688,-6.450605344487784,0.6558777864914257,-9.793036142566727,1.2061848418753218e-22,1.2088039064334788e-20
LRRC4C,155.5447505593798,-3.1615076572774905,0.9178143619587634,-3.967404780668619,7.265952698324325e-05,0.0004010951264442443
SHTN1,5426.493057677433,-3.33003623030737,0.398393397813712,-8.640113989341298,5.615696353916621e-18,3.098784445755452e-16
CPNE5,232.65583610509384,-5.039967464938146,1.017653186493383,-4.841482390400668,1.2887409807302718e-06,1.0888588390829308e-05
KRTAP5-8,5.649432708853253,-3.4814041717253,0.4526565081238762,-8.008794750884693,1.1583804733867418e-15,4.6947131784405605e-14
