,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PCDHA1,71.31563909491479,5.437440292067488,0.941740790517962,5.92761305788666,3.073697227399015e-09,1.0660606550362252e-05
LINC02821,410.0439497332328,3.573350160900974,0.8448171906181312,4.682841712106605,2.829249892466943e-06,0.0011602037592329567
